Date,open,high,low,close,volume
2005-12-06,87.5001788225351,87.97538282086205,87.21091804663205,87.3417739868164,57935200
2005-12-07,87.30737277457413,87.376247669191,86.55668476388432,86.83216857910156,66816500
2005-12-08,86.92857780724964,87.34180085856832,86.4189362191038,86.77706146240234,62608600
2005-12-09,86.88725459820517,87.31424946213203,86.65309154801197,87.00433349609375,50744500
2005-12-12,87.26606327694843,87.3693703777579,86.7495330273185,87.08699798583984,48389900
2005-12-13,87.06631162766118,87.94785548318596,86.9767816360399,87.67926025390625,88630900
2005-12-14,87.59661053755168,88.2164423900814,87.56217309933766,88.02360534667969,64375000
2005-12-15,88.04425439258836,88.15444997717887,87.58971074218915,87.7687759399414,55900300
2005-12-16,88.12327294999216,88.17866282477331,87.4863052368164,87.4863052368164,46238300
2005-12-19,87.74247782635257,87.8394074642958,87.02242531429643,87.03627014160156,48733000
2005-12-20,87.1401164987578,87.64553452221932,86.87702254697432,87.11934661865234,46603200
2005-12-21,87.38934682994493,87.76322043824091,87.09855800647054,87.25779724121094,51806900
2005-12-22,87.45168345614815,87.71478271484375,87.2924441722452,87.71478271484375,32247900
2005-12-23,87.77710471692174,87.83249459836713,87.52785553268728,87.76325988769531,27977300
2005-12-27,87.90169775069312,87.96401266551443,86.80777175510056,86.87008666992188,44499500
2005-12-28,87.05705504655694,87.23014447022004,86.89089067887596,87.06398010253906,30764300
2005-12-29,87.04319531323965,87.2093596524698,86.58623677752037,86.6762466430664,32788900
2005-12-30,86.4062516108333,86.58626082738583,86.10161250240506,86.2054672241211,44645600
2006-01-03,86.6762765953025,87.92944255077823,86.12238823010576,87.72173309326172,73256700
2006-01-04,87.83249928476502,88.26868273931343,87.72171951596344,88.13713836669922,51899600
2006-01-05,88.03325036941578,88.33788405390055,87.84631090081085,88.19248962402344,47307500
2006-01-06,88.63566357903976,89.02338232261175,88.17870481788273,88.92645263671875,62885900
2006-01-09,88.91256257962672,89.35567102530804,88.8848729237573,89.15489196777344,43527400
2006-01-10,88.89178974124034,89.30027818010004,88.8017798747146,89.24488830566406,44960800
2006-01-11,89.32796091763336,89.61874977810956,89.12717134153124,89.52873992919922,49598900
2006-01-12,89.36954139652295,89.50801083633982,88.92643285038427,89.1756820678711,40509200
2006-01-13,89.01642587562972,89.24489459754527,88.76024636773506,89.09257507324219,44856700
2006-01-17,88.76024037734379,88.91255989136688,88.49022134149163,88.85025024414062,52066600
2006-01-18,88.33100510971988,89.24491186785475,88.04021611556146,88.4971694946289,75067600
2006-01-19,88.71177597605192,89.15488438404137,88.49021648978831,88.83639526367188,81530400
2006-01-20,88.81563780365215,88.83640768782689,87.21629333496094,87.21629333496094,114957800
2006-01-23,87.38246044336049,87.80479904245037,87.32707056230318,87.5278549194336,67017400
2006-01-24,87.67324348177047,88.03327240208854,87.52784901550451,87.61785888671875,53008800
2006-01-25,87.95713244421823,88.05406211021852,87.1262999441536,87.69403839111328,87747700
2006-01-26,88.10253589307825,88.39332492061878,87.76328202761431,88.17869567871094,71294000
2006-01-27,88.38639882694164,89.07875662336536,88.24099904129437,88.99566650390625,65771200
2006-01-30,88.92645263671875,89.18262168560523,88.86414295961828,88.92645263671875,33709600
2006-01-31,88.84337333078479,88.9956823537455,88.26870970739162,88.275634765625,72937000
2006-02-01,88.49714107910674,88.91947432133726,88.42790638114775,88.89178466796875,63561000
2006-02-02,88.6910083340848,88.71869798829798,87.79094138635477,87.86017608642578,83626900
2006-02-03,87.63864572604732,88.89181156984564,87.3340066241103,87.42401123046875,86040400
2006-02-06,87.54169135776944,87.79094050132754,87.35475185896637,87.6524658203125,45511900
2006-02-07,87.50013931635641,87.69400385427726,86.8216319215734,86.87702178955078,71208100
2006-02-08,87.13320249322099,88.69101236815428,86.96011309403609,87.66632080078125,59422200
2006-02-09,87.87399536399982,88.3447985827723,87.49320198319124,87.5208969116211,62023300
2006-02-10,87.53478891971456,88.01943722281446,86.85627601310435,87.68018341064453,64508700
2006-02-13,87.65244121882851,87.78399080830343,87.20240787581156,87.5208969116211,52308700
2006-02-14,87.5555351891062,88.64253633193591,87.38244580150739,88.44867706298828,90964400
2006-02-15,88.40023023099512,88.84334401308803,88.09559115651561,88.76025390625,85471300
2006-02-16,88.85721109227597,89.45956965419371,88.74643129186086,89.4249496459961,61017900
2006-02-17,89.34876395176688,89.42492372190583,89.02335498522231,89.1825942993164,40342600
2006-02-21,89.39030270311079,89.59108178689002,88.82256432045908,88.96104431152344,46456300
2006-02-22,89.15493492148657,89.7642027249992,89.07184478476921,89.50111389160156,42326700
2006-02-23,89.50105645048062,89.7572253433044,88.81561872632608,89.3695068359375,43423200
2006-02-24,89.39030540321247,89.6464743782472,89.14797597607016,89.59801483154297,36777400
2006-02-27,89.5910790597527,90.03418754986635,89.50799951927506,89.63262939453125,35858600
2006-02-28,89.45263196494383,89.94421068606133,88.7118145601831,88.78104400634766,74394800
2006-03-01,89.03718950811886,89.65338733515824,88.96794952391915,89.57029724121094,48641600
2006-03-02,89.24490344824838,89.6049324109008,89.04412436332193,89.56339263916016,60642300
2006-03-03,89.0856395783149,90.05494643141107,89.07178947003914,89.14794921875,73402500
2006-03-06,89.41108220738741,89.438771869855,88.51794004809554,88.73949432373047,57478400
2006-03-07,88.52486103902382,88.66333047408446,88.20637711256806,88.60102081298828,61780800
2006-03-08,88.41406956222843,88.92641802513057,88.0540459093631,88.78794860839844,66692400
2006-03-09,88.81561238225973,89.09255113501531,88.19248962402344,88.19248962402344,56313600
2006-03-10,88.42099299051912,89.20335521697007,88.23405875314397,89.03026580810547,60490800
2006-03-13,89.20336142399262,89.42492095373483,88.98873223239227,89.19644165039062,45479100
2006-03-14,89.11334760569983,90.16572350708026,89.04410762278933,90.131103515625,69877300
2006-03-15,90.11037610383376,90.60195485929421,89.90267718628733,90.53271484375,53398900
2006-03-16,90.7057620120244,91.02425114462102,90.58806249212991,90.71961212158203,65526400
2006-03-17,90.83709222727094,90.990017482055,90.6285674312483,90.7953872680664,47286800
2006-03-20,90.80927895513672,90.9900039536699,90.51038638757613,90.64940643310547,45538500
2006-03-21,90.6215999933576,91.05257594171884,89.98209927092648,90.07941436767578,87102700
2006-03-22,90.02383196463504,90.71894304318491,89.98212699697058,90.62858581542969,51605700
2006-03-23,90.54513457619608,90.63550237986739,90.12807443439328,90.44087219238281,46704200
2006-03-24,90.35746599511369,90.76063157332719,90.183688277257,90.51039123535156,43209200
2006-03-27,90.38526607700143,90.55904379546165,90.18368859046969,90.3783187866211,32523000
2006-03-28,90.3157809413589,90.73285184771858,89.70409038033276,89.82225799560547,82079900
2006-03-29,89.95434936073097,90.71201807725879,89.87092879831683,90.38531494140625,61505700
2006-03-30,90.44089317566738,91.04563635519087,90.05163271038549,90.22541046142578,70571700
2006-03-31,90.37834202310825,90.5312673031947,89.92651347501538,90.24626922607422,62925600
2006-04-03,90.41309599227004,90.96917632628615,90.00993032552164,90.17675018310547,61624700
2006-04-04,90.17678711487281,90.87189842362721,89.91959932473188,90.75373077392578,54809300
2006-04-05,90.78845001021557,91.25417311705252,90.62857744674673,91.06649017333984,50607200
2006-04-06,90.95528266218959,91.20552305764807,90.4965068360903,90.96917724609375,57906200
2006-04-07,91.1012571837403,91.33759240727682,89.91262316700744,90.04468536376953,80180900
2006-04-10,90.18367767333984,90.42001279626429,89.8500168575712,90.18367767333984,41496500
2006-04-11,90.26016395519461,90.40613131964304,89.14798215739398,89.41907501220703,72799400
2006-04-12,89.50942910417956,89.75966943997658,89.39820882014753,89.58589172363281,43033700
2006-04-13,89.3843071415593,89.84308287628693,89.18967694013858,89.46772766113281,51051800
2006-04-17,89.55114335563806,89.88479363582135,88.98810519328153,89.43297576904297,64167700
2006-04-18,89.62066364076978,91.01784365591747,89.62066364076978,90.85101318359375,92531800
2006-04-19,90.88575258167181,91.10819316670636,90.53124983164273,91.02477264404297,87269000
2006-04-20,91.05952690424746,91.65732269597248,90.78148678990813,91.14989471435547,86005500
2006-04-21,91.5391996222258,91.60870438132771,90.79542551460146,91.16383361816406,72342600
2006-04-24,90.9830583142065,91.10818378203751,90.62855560069325,90.99696350097656,52546400
2006-04-25,91.08734328829634,91.14295344261815,90.30882234089584,90.62162017822266,84359800
2006-04-26,90.7119790217384,91.15684960570556,90.57295895297705,90.64246368408203,67262400
2006-04-27,90.29489700088453,91.49744643245248,90.07941433006891,91.08037567138672,124478600
2006-04-28,90.91354954342698,91.58086067136814,90.85795000543655,91.38623046875,55854400
2006-05-01,91.38623749210991,91.61562537851427,90.58686414181858,90.64246368408203,64990300
2006-05-02,91.0664940231345,91.37930247806356,90.8788216780404,91.32369232177734,49063500
2006-05-03,91.16377246565327,91.28195062930851,90.67719705211135,90.98304748535156,60821300
2006-05-04,91.11516131176506,91.49051662673276,91.0386986689777,91.3097915649414,42921400
2006-05-05,91.78940874016114,92.31074198487251,91.65038866288184,92.1161117553711,62588200
2006-05-08,92.10912993295145,92.28986553236734,92.00486755371094,92.00486755371094,30016700
2006-05-09,92.04659546370591,92.28988855134837,91.97013283100844,92.18561553955078,29864000
2006-05-10,92.0396553986323,92.27599060677946,91.6781946878143,92.13697052001953,64378200
2006-05-11,92.10914397970922,92.13695435611399,90.72588004027251,91.02477264404297,80626900
2006-05-12,90.61466436786546,90.86490473551274,89.80138582464967,89.83614349365234,91726500
2006-05-15,89.52334273438613,90.18370668225091,89.39822784313954,90.01687622070312,84029300
2006-05-16,90.19757863999345,90.3644090596923,89.67624551080291,89.88478088378906,62137600
2006-05-17,89.4399216201071,89.73882483384224,88.11920979939529,88.17481994628906,144789500
2006-05-18,88.52239908304637,88.80044458859756,87.6604627887869,87.72997283935547,87906300
