Date,open,high,low,close,volume
2015-12-07,176.80225826435887,177.22476522290845,175.08688104415882,176.05865478515625,102027100
2015-12-08,174.48688075878903,176.00789507930736,173.8869153680932,174.87557983398438,103372400
2015-12-09,174.2333883096911,176.33746430880015,172.53490240904745,173.51512145996094,162401500
2015-12-10,173.5827285567901,175.28120160708093,173.34612573069649,173.96298217773438,116128900
2015-12-11,171.83357153736756,172.50112680548807,170.27873625417266,170.59140014648438,211173300
2015-12-14,170.75194274754628,171.58005265152178,168.9605047447647,171.4532928466797,182385200
2015-12-15,172.9743177341889,174.16579025540122,171.42794097357253,173.253173828125,154069600
2015-12-16,174.3854669622077,176.0923981859969,173.05880220504932,175.78819274902344,197017000
2015-12-17,176.1008552441898,176.16845788949902,173.0926084443027,173.10951232910156,173092500
2015-12-18,172.3631915575431,172.4991885552619,169.86406351438916,170.02557373046875,251393500
2015-12-21,171.2071551216484,171.60667634918028,170.0850921922501,171.42816162109375,99094300
2015-12-22,172.32067129064433,173.28122377089002,171.32612280668897,172.98370361328125,111026200
2015-12-23,173.99529579735517,175.16835923437128,173.90179055280132,175.1258544921875,110987200
2015-12-24,174.87078570502925,175.38931227210955,174.61577030028738,174.83677673339844,48539600
2015-12-28,174.1397662126574,174.47977813988942,173.35772840352485,174.43728637695312,65899900
2015-12-29,175.5423515113338,176.63040536648012,175.50835550300894,176.29888916015625,92640700
2015-12-30,176.05235835933684,176.1373678244634,174.90479543324437,175.04930114746094,63317700
2015-12-31,174.36921856731368,175.01524618452228,173.29815673828125,173.29815673828125,114877900
2016-01-04,170.4250582600175,170.88407559119483,168.8099694171321,170.87557983398438,222353500
2016-01-05,171.19863834359867,171.62365980221796,170.05108818770194,171.16464233398438,110845800
2016-01-06,168.59752422347387,170.05959920999285,167.96850070946394,169.00555419921875,152112600
2016-01-07,166.03885939543875,167.8324501975802,164.55978027436933,164.9508056640625,213436100
2016-01-08,165.919825569621,166.4808568269743,162.85117110943386,163.1401824951172,209817200
2016-01-11,164.06679130815084,164.40681628337185,161.35516509053755,163.3017578125,187941300
2016-01-12,164.7552420894559,165.37576947708405,162.47712146528738,164.61923217773438,172330500
2016-01-13,165.29081661367078,165.6393372677631,160.13106366391665,160.51358032226562,221168900
2016-01-14,161.1256190673529,164.27927066487266,159.51903865695388,163.14871215820312,240795600
2016-01-15,158.76252172848316,160.45409885862844,157.69996806557754,159.6465606689453,324846400
2016-01-19,161.47415915827492,161.60166040831524,158.27798947059043,159.85906982421875,195244400
