,open,high,low,close,volume,symbol
2023-01-02,101.17305204676472,101.9533047287936,99.64317589935789,100.79824031407574,718198,SPY
2023-01-03,100.16594807211625,101.71734045656265,99.56208404721377,100.63971225188821,528336,SPY
2023-01-04,102.00431670399672,102.54346852251764,100.80262923735435,101.673048879936,1180739,SPY
2023-01-05,103.68832291304754,105.62165944905773,102.52749059344298,104.07457502125035,2356295,SPY
2023-01-06,103.59045960389518,104.9089118372727,102.61417381181268,103.76154282454269,1013237,SPY
2023-01-09,103.70138565139482,104.21213489728574,102.68682036725369,103.4494776322697,1305410,SPY
2023-01-10,105.62270722139355,106.62002404094888,105.34445893422384,105.98224148758636,1147312,SPY
2023-01-11,107.60398621596269,107.96320129579634,106.56264967184116,107.26292548381875,1028722,SPY
2023-01-12,106.91742316549096,107.35840798076806,105.768570811197,106.56348939598253,1360719,SPY
2023-01-13,107.49604189326232,108.19816826790205,106.7778616810564,107.48801497447921,956020,SPY
2023-01-16,106.26964906498745,107.5300449259464,106.06358152128439,106.7968132236154,1118586,SPY
2023-01-17,105.88041019659664,106.93941235055688,105.27334028228422,106.10637631642055,1137151,SPY
2023-01-18,106.6700218251336,107.26289039390086,105.82799265347937,106.54544152369012,835243,SPY
2023-01-19,104.0813383758619,105.02972201861022,102.13610142510576,103.58291172185798,1539213,SPY
2023-01-20,101.12080298265549,101.573652191971,100.40172290771592,100.98768754984346,1070787,SPY
2023-01-23,99.94893819131939,101.21604375934245,99.1631362379428,100.18958999864263,828890,SPY
2023-01-24,98.86062047662433,99.62713838131991,97.82949941613144,98.72831889872568,1261557,SPY
2023-01-25,99.28408716264897,100.71558173295203,97.77322608884488,99.24440391089846,783587,SPY
2023-01-26,98.22489717814557,98.55028333068108,97.35128949502865,97.95078641285487,1075084,SPY
2023-01-27,95.56844386157066,96.806980662674,95.08407606576964,95.94552836422181,1101482,SPY
2023-01-30,98.38341344045534,99.56922515225745,96.68532259909307,98.12727387567526,1539074,SPY
