,open,high,low,close,volume,symbol
2024-01-01,97.58475718012961,98.89644216177368,97.09507162775714,97.9957568947654,1473627,ABC
2024-01-02,96.83408895820031,97.66813820320611,95.72177487038134,96.69495653679373,1300441,ABC
2024-01-03,97.51176379715237,98.9574396048879,96.20239821097692,97.57991890793241,700749,ABC
2024-01-04,99.91654785181716,101.09450170890346,98.39046089196324,99.74248130043335,1362974,ABC
2024-01-05,99.7189977623764,101.27075607424138,98.5024959236223,99.88662599893183,1056063,ABC
2024-01-08,97.81327597587268,98.85671885239655,97.33657889025405,98.0966488713253,868710,ABC
2024-01-09,98.5466242909511,98.94889220588162,97.42305998830058,98.1859760970911,1722370,ABC
2024-01-10,97.02348506261438,97.81180620809764,96.41836862534308,97.11508741672036,1059848,ABC
2024-01-11,95.18425589657137,96.58108889507135,94.36135521061219,95.47122205284177,852733,ABC
2024-01-12,97.05601543409367,97.77326687411701,96.77272023221768,97.27299355316735,818157,ABC
2024-01-15,98.71067024033034,99.31602118041518,98.01086583513016,98.66344350777267,781067,ABC
2024-01-16,101.29697727364179,101.63589021832634,100.4320543410068,101.03397227966657,1179985,ABC
2024-01-17,99.83066356702801,101.40302665954187,99.06438500992877,100.23370583473532,1902984,ABC
2024-01-18,99.35415385732728,100.47442095034756,98.78708349036071,99.63075222035414,1182252,ABC
2024-01-19,97.90117913622063,98.86159896574219,97.26480849598899,98.0632037308656,1525733,ABC
2024-01-22,95.15230316744675,96.30832954283208,93.6682122878983,94.98827091536519,1209030,ABC
2024-01-23,95.8335217213949,96.30819805121867,94.51554744914932,95.41187275018399,949188,ABC
2024-01-24,93.6362779948416,94.47653320144015,92.72532530331087,93.60092925237551,713479,ABC
2024-01-25,95.91152423354038,96.32882751048544,95.13297457577598,95.7309010431307,958164,ABC
2024-01-26,92.36232639871311,93.91522518880467,91.68724289518165,92.80123404199317,1080371,ABC
2024-01-29,93.81238270969068,94.90462627002184,92.3236138315821,93.61412005080197,860381,ABC
2024-01-30,94.64099947912199,94.92223328302676,93.65317226083162,94.28770277192919,774102,ABC
2024-01-31,96.08914352083504,97.08626207354052,94.46777929719524,95.77702068536789,1402317,ABC
2024-02-01,95.48490832435888,96.34230364617544,95.15783314649826,95.75006839633684,568335,ABC
2024-02-02,98.25193132050846,98.50951785100888,97.06048572840086,97.78500178970488,1051954,ABC
2024-02-05,98.1069767111531,98.85112678422736,96.58062584248204,97.7158763133547,1129617,ABC
2024-02-06,96.66820112192946,98.00110375530438,95.56460856554503,96.7828561604247,840692,ABC
2024-02-07,98.1570510708017,98.50373243704,97.0398396089892,97.7717860230146,1569035,ABC
2024-02-08,97.49293922481914,97.73780510820156,96.58066883603202,97.15923697211679,702873,ABC
2024-02-09,96.88848578227835,97.3213581100058,95.96585754123316,96.64360782561948,1173982,ABC
2024-02-12,97.79724151211204,98.92115162405466,96.46589824309389,97.69352493357428,989139,ABC
2024-02-13,98.5096070922919,99.87351674648521,97.89468745100717,98.88410209874618,1142447,ABC
2024-02-14,99.89122507093326,100.93598616236638,99.19783643823645,100.06691130030141,671856,ABC
2024-02-15,98.98386859308586,99.64839340237293,97.75013165039684,98.69926252638489,760256,ABC
2024-02-16,99.80786975660476,100.46624478529579,99.08753476844332,99.77688977686955,1188001,ABC
2024-02-19,100.41640722516016,101.09208773188281,99.88357378083771,100.48783075636027,1136842,ABC
2024-02-20,104.76171900420788,104.97709226737997,103.57503660342144,104.27606443540071,1053963,ABC
2024-02-21,103.05346427285964,104.34353624033098,101.779591596798,103.06156391856449,748198,ABC
2024-02-22,104.54155258450986,105.52990648109642,103.97415043024989,104.75202845567316,1788134,ABC
2024-02-23,101.14048430050183,102.72147221508611,100.36905604045755,101.54526412777183,642705,ABC
2024-02-26,102.17382151811614,103.8741451885855,101.44912857831795,102.66163688345173,1102682,ABC
2024-02-27,99.9315756224184,100.39817244588319,98.52246518982196,99.46031881785257,1021619,ABC
2024-02-28,100.27067201434215,101.9633688167026,99.46648443861446,100.71492662765853,1177949,ABC
2024-02-29,99.19532130874151,100.49936907175957,98.49459756545963,99.4969833186096,1042181,ABC
2024-03-01,95.49346220600046,96.27957673697931,95.20775381355752,95.74366527526841,777857,ABC
2024-03-04,98.09369574944753,98.81513008653333,96.57848152169777,97.69680580411556,933180,ABC
2024-03-05,97.87603727713743,98.9013343021417,96.1655471371455,97.53344071964361,1131605,ABC
2024-03-06,100.90855581622469,101.80827129825512,99.6635897991994,100.73593054872725,1645045,ABC
2024-03-07,103.35942878939379,104.5152381248976,102.38257651260746,103.44890731875253,1056520,ABC
2024-03-08,104.16899627047603,105.58985601248786,102.47511976270245,104.03248788759515,928241,ABC
2024-03-11,104.02373221711028,104.98368063895298,103.57188512761546,104.27778288328422,1104994,ABC
2024-03-12,106.6771880513122,107.7049268223759,106.45564180934589,107.0802843158609,1273660,ABC
2024-03-13,108.24490780539351,109.14110259523976,107.49496608835297,108.31803434179636,1339114,ABC
2024-03-14,106.50160542077332,107.8617410342895,104.70726294710718,106.28450199069835,594543,ABC
2024-03-15,106.12130970339365,107.8688002952097,105.43322074946818,106.65101052233894,1635529,ABC
2024-03-18,108.30976326317762,109.20866524256152,107.29874220911671,108.25370372583912,1625822,ABC
2024-03-19,107.80767945960386,108.69878227941655,107.47365547144886,108.0862188754327,1064248,ABC
2024-03-20,107.51022285804287,109.05957348127333,105.91269133555659,107.48613240841496,1143222,ABC
2024-03-21,109.33687146671176,110.33492165322353,108.5679227937869,109.45142222350522,938628,ABC
2024-03-22,109.78797851989833,110.8897495229525,108.16644507652492,109.52809729973872,751383,ABC
2024-03-25,109.22494303193331,110.6295918841069,108.20487876173092,109.41723532291891,1156105,ABC
2024-03-26,106.7331254066278,107.52025575559884,106.01260041027872,106.76642808293879,1694138,ABC
2024-03-27,106.27766634458986,107.38425391890412,106.21370028132732,106.79897710011572,1798615,ABC
2024-03-28,108.11915221745238,109.29892896327368,106.08037437996329,107.68965167161848,549800,ABC
2024-03-29,109.48611822860111,110.64412568592789,107.76044195843205,109.20228382217998,605069,ABC
2024-04-01,107.9785765726127,108.8615514841375,107.33347579618646,108.09751364016198,1286050,ABC
2024-04-02,107.67294074299011,109.24901316233165,106.1342956029231,107.69165438262738,764242,ABC
2024-04-03,105.80754195213291,106.49956742794254,105.31122413482291,105.90539578138272,666983,ABC
2024-04-04,102.20216744262395,104.03382388605975,101.23666448340744,102.6352441847336,1130668,ABC
2024-04-05,105.0507909020048,105.96579870719384,103.52544302029806,104.74562086374594,1365605,ABC
2024-04-08,105.27614327339872,106.04036266036103,103.72599483092714,104.88317874564407,1114813,ABC
2024-04-09,105.10662277861778,105.7452035330614,104.27544780076651,105.01032566691396,748011,ABC
2024-04-10,105.32242771134929,106.23120414975313,104.42139173939648,105.3262979445748,1047560,ABC
2024-04-11,106.86372501249201,107.32103475722164,105.83244732573709,106.57674104147937,1100203,ABC
2024-04-12,101.2513994580687,102.58518456256783,99.61823234100964,101.10170845178874,2299639,ABC
2024-04-15,102.60901370342643,102.99125105078797,101.56045542836432,102.27585323957614,1085906,ABC
2024-04-16,100.11039289998823,100.82107879565902,99.75385992759901,100.28746936162902,917096,ABC
2024-04-17,101.3231205512383,101.85985588484702,100.66255108603528,101.26120348544114,944249,ABC
2024-04-18,100.87387287608179,102.4144549901451,99.65348437242294,101.03396968128402,898388,ABC
2024-04-19,101.12286248607334,102.04668302233583,100.58470550839851,101.31569426536717,1506352,ABC
2024-04-22,101.14701748374169,102.28799151126225,100.30948944955932,101.29874048041079,709818,ABC
2024-04-23,103.7567031686376,105.52413417248943,102.79227825369394,104.15820621309169,908268,ABC
2024-04-24,101.02426812895615,103.00217340869496,100.02254695365306,101.51236018117402,1036997,ABC
2024-04-25,103.48605596635703,104.13197094652038,102.70696154904967,103.41946624778502,882280,ABC
2024-04-26,101.24229324931403,102.2999601250334,100.21518276969397,101.25757144736367,588645,ABC
2024-04-29,103.22772662286873,104.75277527875518,101.9981304972398,103.3754528879975,1809593,ABC
2024-04-30,102.44211200481692,103.50345507765496,101.34287318229858,102.42316412997677,805795,ABC
2024-05-01,102.66591322650507,103.67791284361002,101.76789555391775,102.72290419876389,887203,ABC
2024-05-02,101.07556586345707,101.72499551985017,99.42071548716368,100.57285550350691,693481,ABC
2024-05-03,98.49967781571192,100.01183320019922,97.29980471066975,98.65581895543448,1032249,ABC
2024-05-06,99.18384884719208,100.38940479208095,98.2680551415106,99.32872996679578,815392,ABC
2024-05-07,101.70502256845246,102.7402024416514,101.31164811656147,102.02592527910643,787948,ABC
2024-05-08,102.66813008520829,104.39371828954415,101.90745490198796,103.15058659576606,1026819,ABC
2024-05-09,103.18395678623878,103.88425631865766,101.97229028192062,102.92827330028915,590513,ABC
2024-05-10,102.04723926449728,103.34819660469338,101.12781867012175,102.23800763740756,1020610,ABC
2024-05-13,102.60587000974569,103.51126126854733,101.5540333916848,102.53264733011606,869795,ABC
2024-05-14,101.62521589419858,102.48297468058956,101.3626380754969,101.92280637804323,1429199,ABC
2024-05-15,102.80416634032636,103.6691967068617,101.64871822750413,102.65895746718292,1009242,ABC
2024-05-16,103.49856774751626,104.54581918318533,102.22322331948547,103.3845212513354,766984,ABC
2024-05-17,99.95793251048167,100.77248646359175,99.22647911059983,99.99948278709579,1471821,ABC
2024-05-20,99.68746058892181,101.10378831489025,98.27401323837773,99.688900776634,918925,ABC
2024-05-21,100.69382510926077,101.84987151742075,99.40452217016606,100.6271968437934,983913,ABC
2024-05-22,101.65233564516855,103.37050934017829,100.66025301498956,102.01538117758393,1101534,ABC
2024-05-23,106.0075524167337,106.78436393009363,104.17713509507595,105.4807495125848,874155,ABC
2024-05-24,106.01862941139815,107.02665301722631,104.53418368101464,105.78041834912047,1173112,ABC
2024-05-27,107.79538090192283,108.91679504431964,107.63424273746945,108.27551889089455,1275090,ABC
2024-05-28,107.10329202660918,108.9456488921023,105.94775227544828,107.44670058377528,762264,ABC
2024-05-29,107.43504921102065,108.54399083868586,107.06787245178214,107.805931645234,987551,ABC
2024-05-30,105.9503787784042,107.12449719478326,104.07297038043666,105.59873378760996,1046633,ABC
2024-05-31,104.83959231765637,106.03953194539392,103.10859704145045,104.57406449342218,1071547,ABC
2024-06-03,101.06986445528898,101.87690158959066,100.47741636801997,101.17715897880531,1069434,ABC
2024-06-04,101.07186065279133,102.04509567819493,100.99978895070097,101.52244231444794,1295920,ABC
2024-06-05,100.51662064641624,101.39180469202283,100.10571429679936,100.74875949441109,2138282,ABC
2024-06-06,102.32208159196544,103.67864068319696,101.57299279528765,102.6258167392423,1293022,ABC
2024-06-07,100.94586788955807,102.23428999779954,99.39315358980626,100.8137217938029,1744496,ABC
2024-06-10,101.57245945404388,102.23718864085761,100.40888484352222,101.32303674218991,762813,ABC
2024-06-11,102.5820102546749,103.50733568652393,101.5153121402025,102.51132391336321,1646429,ABC
2024-06-12,102.51083740663827,103.73849284792774,102.06666848080998,102.90258066436886,585517,ABC
2024-06-13,102.93709217828199,103.82031741619268,101.28742082177939,102.55386911898603,1037445,ABC
